2015-08-19 18:26:18.153 [RMI TCP Connection(3)-127.0.0.1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization started
2015-08-19 18:26:20.806 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsFriendlink -> jc_friendlink
2015-08-19 18:26:20.807 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsFriendlinkCtg -> jc_friendlink_ctg
2015-08-19 18:26:20.808 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsGuestbook -> jc_guestbook
2015-08-19 18:26:20.808 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsGuestbookCtg -> jc_guestbook_ctg
2015-08-19 18:26:20.809 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsGuestbookExt -> jc_guestbook_ext
2015-08-19 18:26:20.809 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsJobApply -> jc_job_apply
2015-08-19 18:26:20.810 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsKeyword -> jc_keyword
2015-08-19 18:26:20.810 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsMessage -> jc_message
2015-08-19 18:26:20.812 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsOrigin -> jc_origin
2015-08-19 18:26:20.812 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsPlug -> jc_plug
2015-08-19 18:26:20.813 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsReceiverMessage -> jc_receiver_message
2015-08-19 18:26:20.814 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsScoreGroup -> jc_score_group
2015-08-19 18:26:20.815 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsScoreItem -> jc_score_item
2015-08-19 18:26:20.816 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsScoreRecord -> jc_score_record
2015-08-19 18:26:20.816 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsSearchWords -> jc_search_words
2015-08-19 18:26:20.817 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsSensitivity -> jc_sensitivity
2015-08-19 18:26:20.817 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsSiteAccess -> jc_site_access
2015-08-19 18:26:20.818 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsSiteAccessCount -> jc_site_access_count
2015-08-19 18:26:20.819 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsSiteAccessPages -> jc_site_access_pages
2015-08-19 18:26:20.819 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsSiteAccessStatistic -> jc_site_access_statistic
2015-08-19 18:26:20.820 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsSiteFlow -> jc_site_flow
2015-08-19 18:26:20.820 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsTask -> jc_task
2015-08-19 18:26:20.821 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.assist.CmsTask.attr -> jc_task_attr
2015-08-19 18:26:20.821 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsUserMenu -> jc_user_menu
2015-08-19 18:26:20.822 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsVoteItem -> jc_vote_item
2015-08-19 18:26:20.822 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsVoteRecord -> jc_vote_record
2015-08-19 18:26:20.822 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsVoteReply -> jc_vote_reply
2015-08-19 18:26:20.823 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsVoteSubTopic -> jc_vote_subtopic
2015-08-19 18:26:20.823 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.assist.CmsVoteTopic -> jc_vote_topic
2015-08-19 18:26:20.824 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.Channel -> jc_channel
2015-08-19 18:26:20.825 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Channel.channelModels -> jc_channel_model
2015-08-19 18:26:20.826 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Channel.viewGroups -> jc_chnl_group_view
2015-08-19 18:26:20.826 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Channel.contriGroups -> jc_chnl_group_contri
2015-08-19 18:26:20.826 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Channel.users -> jc_channel_user
2015-08-19 18:26:20.827 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Channel.attr -> jc_channel_attr
2015-08-19 18:26:20.827 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.ChannelCount -> jc_channel_count
2015-08-19 18:26:20.827 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.ChannelExt -> jc_channel_ext
2015-08-19 18:26:20.828 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.ChannelTxt -> jc_channel_txt
2015-08-19 18:26:20.829 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.CmsModel -> jc_model
2015-08-19 18:26:20.829 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.CmsModelItem -> jc_model_item
2015-08-19 18:26:20.830 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.CmsTopic -> jc_topic
2015-08-19 18:26:20.834 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.Content -> jc_content
2015-08-19 18:26:20.836 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.channels -> jc_content_channel
2015-08-19 18:26:20.836 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.topics -> jc_content_topic
2015-08-19 18:26:20.836 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.tags -> jc_contenttag
2015-08-19 18:26:20.836 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.pictures -> jc_content_picture
2015-08-19 18:26:20.836 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.attachments -> jc_content_attachment
2015-08-19 18:26:20.837 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.attr -> jc_content_attr
2015-08-19 18:26:20.837 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.viewGroups -> jc_content_group_view
2015-08-19 18:26:20.837 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.collectUsers -> jc_user_collection
2015-08-19 18:26:20.837 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.ContentCheck -> jc_content_check
2015-08-19 18:26:20.838 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.ContentCount -> jc_content_count
2015-08-19 18:26:20.839 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.ContentExt -> jc_content_ext
2015-08-19 18:26:20.841 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.ContentTag -> jc_content_tag
2015-08-19 18:26:20.842 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.ContentTxt -> jc_content_txt
2015-08-19 18:26:20.843 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.ContentType -> jc_content_type
2015-08-19 18:26:20.843 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.CmsThirdAccount -> jc_third_account
2015-08-19 18:26:20.844 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.Authentication -> jo_authentication
2015-08-19 18:26:20.844 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsConfig -> jc_config
2015-08-19 18:26:20.849 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsConfig.attr -> jc_config_attr
2015-08-19 18:26:20.849 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsConfigItem -> jc_config_item
2015-08-19 18:26:20.849 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsDictionary -> jc_dictionary
2015-08-19 18:26:20.850 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsGroup -> jc_group
2015-08-19 18:26:20.850 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsGroup.viewChannels -> jc_chnl_group_view
2015-08-19 18:26:20.850 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsGroup.contriChannels -> jc_chnl_group_contri
2015-08-19 18:26:20.850 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsLog -> jc_log
2015-08-19 18:26:20.851 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsRole -> jc_role
2015-08-19 18:26:20.852 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsRole.perms -> jc_role_permission
2015-08-19 18:26:20.852 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsRole.users -> jc_user_role
2015-08-19 18:26:20.852 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsSite -> jc_site
2015-08-19 18:26:20.853 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsSite.attr -> jc_site_attr
2015-08-19 18:26:20.853 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsSite.txt -> jc_site_txt
2015-08-19 18:26:20.853 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsSite.cfg -> jc_site_cfg
2015-08-19 18:26:20.854 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsSiteCompany -> jc_site_company
2015-08-19 18:26:20.854 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsSiteModel -> jc_site_model
2015-08-19 18:26:20.855 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsUser -> jc_user
2015-08-19 18:26:20.855 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.attr -> jc_user_attr
2015-08-19 18:26:20.856 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.roles -> jc_user_role
2015-08-19 18:26:20.856 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.channels -> jc_channel_user
2015-08-19 18:26:20.856 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.collectContents -> jc_user_collection
2015-08-19 18:26:20.856 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsUserExt -> jc_user_ext
2015-08-19 18:26:20.857 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsUserResume -> jc_user_resume
2015-08-19 18:26:20.858 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsUserSite -> jc_user_site
2015-08-19 18:26:20.858 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.Config -> jo_config
2015-08-19 18:26:20.858 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.DbFile -> jo_upload
2015-08-19 18:26:20.858 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.DbTpl -> jo_template
2015-08-19 18:26:20.859 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.Ftp -> jo_ftp
2015-08-19 18:26:20.859 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.UnifiedUser -> jo_user
2015-08-19 18:26:20.863 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.assist.CmsMessage.receiverMsgs -> jc_receiver_message
2015-08-19 18:26:20.864 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.assist.CmsScoreGroup.items -> jc_score_item
2015-08-19 18:26:20.864 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.assist.CmsScoreItem.records -> jc_score_record
2015-08-19 18:26:20.864 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.assist.CmsVoteSubTopic.voteItems -> jc_vote_item
2015-08-19 18:26:20.864 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.assist.CmsVoteSubTopic.voteReplys -> jc_vote_reply
2015-08-19 18:26:20.864 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.assist.CmsVoteTopic.subtopics -> jc_vote_subtopic
2015-08-19 18:26:20.864 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.assist.CmsVoteTopic.items -> jc_vote_item
2015-08-19 18:26:20.864 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Channel.child -> jc_channel
2015-08-19 18:26:20.865 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Channel.channelTxtSet -> jc_channel_txt
2015-08-19 18:26:20.865 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.CmsModel.items -> jc_model_item
2015-08-19 18:26:20.866 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.contentTxtSet -> jc_content_txt
2015-08-19 18:26:20.866 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.contentCheckSet -> jc_content_check
2015-08-19 18:26:20.866 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.jobApplys -> jc_job_apply
2015-08-19 18:26:20.866 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.comments -> jc_comment
2015-08-19 18:26:20.867 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.files -> jc_file
